Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Fire,Fire Department,20321,Technical Services,1740,Hazardous Materials Inspections,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Revenue,43322,Fines & Penalties,Collections: Delinquent Accounts,54510,0000000,PS23,2,Adjusted,54510
FY14-15,Finance,Revenue,8421,Revenue: Audit Compliance,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,43323,Fines & Penalties,Collections: Collection Fee,10000,0000000,IP59,2,Adjusted,10000
FY14-15,Finance,Revenue,8441,Revenue: Collections/Mandatory Gargabe,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,43323,Fines & Penalties,Collections: Collection Fee,116129,0000000,IP59,2,Adjusted,116129
FY14-15,Finance,Revenue,8441,Revenue: Collections/Mandatory Gargabe,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,43326,Fines & Penalties,Collections: Miscellaneous,12408,0000000,IP59,2,Adjusted,12408
FY14-15,Police,Police Department,103130,Animal Shelter,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SPECIAL OPERATIONS,Revenue,43326,Fines & Penalties,Collections: Miscellaneous,70000,0000000,PS13,2,Adjusted,70000
FY14-15,Public Works,Public Works,30674,Illegal Dumping,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Revenue,43328,Fines & Penalties,Collections: Illegal Dumping,15000,0000000,NB35,2,Adjusted,15000
FY14-15,Finance,Revenue,8441,Revenue: Collections/Mandatory Gargabe,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,43330,Fines & Penalties,Collections: Parking Violations Bureau,78735,0000000,IP59,2,Adjusted,78735
FY14-15,Finance,Revenue,8441,Revenue: Collections/Mandatory Gargabe,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,43334,Fines & Penalties,Collections: Interest on Judgments,30689,0000000,IP59,2,Adjusted,30689
FY14-15,Finance,Treasury,8721,Treasury: Operations,1750,Multipurpose Reserve,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44112,Interest Income,Interest: Investments,-25000,0000000,IP59,2,Adjusted,-25000
FY14-15,Finance,Treasury,8721,Treasury: Operations,2211,Measure B: ACTIA,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44112,Interest Income,Interest: Investments,10920,0000000,IP59,2,Adjusted,10920
FY14-15,Finance,Treasury,8721,Treasury: Operations,3100,Sewer Service Fund,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44112,Interest Income,Interest: Investments,100000,0000000,IP59,2,Adjusted,100000
FY14-15,Finance,Treasury,8721,Treasury: Operations,4100,Equipment,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44112,Interest Income,Interest: Investments,-100000,0000000,IP59,2,Adjusted,-100000
FY14-15,Finance,Treasury,8721,Treasury: Operations,4400,City Facilities,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44112,Interest Income,Interest: Investments,-75000,0000000,IP59,2,Adjusted,-75000
FY14-15,Non-Departmental,Non-Departmental,90591,City-Wide Activities,7640,Oakland Public Museum Trust,UNDETERMINED PROJECT,MUSEUM OVERSIGHT,Revenue,44112,Interest Income,Interest: Investments,32610,0000000,NB20,2,Adjusted,32610
FY14-15,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44119,Interest Income,Interest: Miscellaneous Income,740482,0000000,IP59,2,Adjusted,740482
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2108,HUD-CDBG,HOME MAINTENANCE IMPROVE PROG,HOME OWNERSHIP & REHABILITATION,Revenue,44119,Interest Income,Interest: Miscellaneous Income,50000,G08650,NB32,2,Adjusted,50000
FY14-15,Housing & Community Development,Housing & Community Development,89939,Municipal Lending,2826,Mortgage Revenue,HOUSING DEVELOPMENT SERV,HOME OWNERSHIP & REHABILITATION,Revenue,44119,Interest Income,Interest: Miscellaneous Income,10000,P05320,NB32,2,Adjusted,10000
FY14-15,Housing & Community Development,Housing & Community Development,89979,Commercial Lending,2107,HUD-108,EEC-HUD 108 REVOLVING,COMMERCIAL LENDING,Revenue,44119,Interest Income,Interest: Miscellaneous Income,150000,G02955,SC04,2,Adjusted,150000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,SURPLUS PROPERTY DISPOSITION,REAL ESTATE,Revenue,44219,Service Charges,Land Rental: Miscellaneous,56000,P47010,PS32,2,Adjusted,56000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,UNDETERMINED PROJECT,REAL ESTATE,Revenue,44219,Service Charges,Land Rental: Miscellaneous,37029,0000000,PS32,2,Adjusted,37029
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1770,Telecommunications Land Use,UNDETERMINED PROJECT,REAL ESTATE,Revenue,44219,Service Charges,Land Rental: Miscellaneous,479275,0000000,PS32,2,Adjusted,479275
FY14-15,Parks & Recreation,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MORNING PROGRAM MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44313,Service Charges,Facility Rental: Gym,10000,P54311,NB03,2,Adjusted,10000
FY14-15,Parks & Recreation,Parks & Recreation,509233,Ira Jinkins Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,YOUTH PROGRAMS MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44313,Service Charges,Facility Rental: Gym,2500,P53821,NB03,2,Adjusted,2500
FY14-15,Parks & Recreation,Parks & Recreation,502311,Live Oak Aquatics,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS,Revenue,44314,Service Charges,Facility Rental: Pool (Temescal Masters),12357,0000000,NB05,2,Adjusted,12357
FY14-15,Parks & Recreation,Parks & Recreation,502314,Temescal Aquatics,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS,Revenue,44314,Service Charges,Facility Rental: Pool (Temescal Masters),12648,0000000,NB05,2,Adjusted,12648
FY14-15,Parks & Recreation,Parks & Recreation,502315,Fremont Aquatics,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS,Revenue,44314,Service Charges,Facility Rental: Pool (Temescal Masters),3008,0000000,NB05,2,Adjusted,3008
FY14-15,Parks & Recreation,Parks & Recreation,502320,Tennis,1010,General Fund: General Purpose,UNDETERMINED PROJECT,DAVIES TENNIS & CITYWIDE TENNIS,Revenue,44315,Service Charges,Facility Rental: Tennis Court,12710,0000000,IN12,2,Adjusted,12710
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,60000,0000000,IN02,2,Adjusted,60000
FY14-15,Parks & Recreation,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,DEFREMERY MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,20807,P53510,NB03,2,Adjusted,20807
FY14-15,Parks & Recreation,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MONTCLAIR MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,19000,P52511,NB03,2,Adjusted,19000
FY14-15,Parks & Recreation,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MOSSWOOD MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,35500,P53711,NB03,2,Adjusted,35500
FY14-15,Parks & Recreation,Parks & Recreation,503232,Dimond Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,DIMOND MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,5993,P52711,NB03,2,Adjusted,5993
FY14-15,Parks & Recreation,Parks & Recreation,503236,Redwood Heights Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,REDWOOD HEIGHTS SSF,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,94540,P53200,NB03,2,Adjusted,94540
FY14-15,Parks & Recreation,Parks & Recreation,504320,Malonga Casquelourd,1820,OPRCA Self Sustaining Revolving Fund,UNDETERMINED PROJECT,CULTURAL ARTS,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,168497,0000000,CE05,2,Adjusted,168497
FY14-15,Parks & Recreation,Parks & Recreation,509233,Ira Jinkins Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,YOUTH PROGRAMS MAIN,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,46148,P53821,NB03,2,Adjusted,46148
FY14-15,Public Library,Library,61121,Departmental Operation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,3162,0000000,NB37,2,Adjusted,3162
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,RETAINED RENTAL REV,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,11585,C78910,YS14,2,Adjusted,11585
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,RETAINED RENTAL BENEFIT - WEST SENIOR CENTER,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,18704,C78925,YS14,2,Adjusted,18704
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,RETAINED RENTAL BENEFIT - DOWNTOWN SENIOR CENTER,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,26119,C78935,YS14,2,Adjusted,26119
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,Retained Rental Revenue-Downtown Sr. Ctr.,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,68089,C78930,YS14,2,Adjusted,68089
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,RETAINED RENTAL REV,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,19159,C78920,YS14,2,Adjusted,19159
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,RETAINED RENTAL BENEFIT - NORTH SENIOR CENTER,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,10943,C78945,YS14,2,Adjusted,10943
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,NORTH OAKLAND SR CTR RENTAL,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,10943,C78940,YS14,2,Adjusted,10943
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,CHILDCARE CENTER DOWNTOWN,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,111600,P42100,YS13,2,Adjusted,111600
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,4400,City Facilities,UNDETERMINED PROJECT,REAL ESTATE,Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,2400,0000000,PS32,2,Adjusted,2400
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Revenue,44411,Service Charges,Other Rental: Boat,62702,0000000,IN11,2,Adjusted,62702
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,2996,Parks and Recreation Grants 2001,BOATING GRANTS 2010,AQUATICS BOATING,Revenue,44411,Service Charges,Other Rental: Boat,16847,G320440,IN11,2,Adjusted,16847
FY14-15,Parks & Recreation,Parks & Recreation,502351,Jack London Aquatic Center,1820,OPRCA Self Sustaining Revolving Fund,JACK LONDON AQUATIC CTR F-1820,AQUATICS BOATING,Revenue,44411,Service Charges,Other Rental: Boat,124365,P201120,IN11,2,Adjusted,124365
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85311,Workforce Development,5671,OBRA: Leasing & Utility,WOJRC BILLBOARD 5671/P465130,WORKFORCE DEVELOPMENT,Revenue,44418,Service Charges,Other Rental: Billboards,500000,P465130,SC03,2,Adjusted,500000
FY14-15,Finance,Treasury,8721,Treasury: Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Revenue,44419,Service Charges,Other Rental: Miscellaneous,449000,0000000,IP59,2,Adjusted,449000
FY14-15,Police,Police Department,101110,Office of Chief: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AGENCY-WIDE ADMINISTRATION,Revenue,44419,Service Charges,Other Rental: Miscellaneous,38496,0000000,PS01,2,Adjusted,38496
FY14-15,Public Works,Public Works,30531,Infrastructure Maint: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Revenue,44419,Service Charges,Other Rental: Miscellaneous,2603454,0000000,IN13,2,Adjusted,2603454
FY14-15,Public Works,Public Works,30674,Illegal Dumping,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Revenue,44419,Service Charges,Other Rental: Miscellaneous,26000,0000000,NB35,2,Adjusted,26000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85231,Real Estate,1010,General Fund: General Purpose,UNDETERMINED PROJECT,REAL ESTATE,Revenue,44419,Service Charges,Other Rental: Miscellaneous,925053,0000000,PS32,2,Adjusted,925053
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85242,Coliseum Redevelopment,5650,Coliseum Projects,COLISEUM,COLISEUM,Revenue,44419,Service Charges,Other Rental: Miscellaneous,100000,C82620,SC12,2,Adjusted,100000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85245,Central District Redevelopment,5610,Central District Projects,DOWNTOWN CAPITAL (ORA MR P130610 OM),DOWNTOWN REDEVELOPMENT,Revenue,44419,Service Charges,Other Rental: Miscellaneous,150000,C339410,SC13,2,Adjusted,150000
FY14-15,Economic & Workforce Development,Economic & Workforce Development,85245,Central District Redevelopment,5610,Central District Projects,OAKLAND ICE CENTER,DOWNTOWN REDEVELOPMENT,Revenue,44419,Service Charges,Other Rental: Miscellaneous,200000,P131210,SC13,2,Adjusted,200000
FY14-15,Parks & Recreation,Parks & Recreation,502361,Montclair Golf,3200,Golf Course,UNDETERMINED PROJECT,CONTRACT MANAGEMENT,Revenue,44511,Service Charges,Concession Income: Golf Course,18000,0000000,NB02,2,Adjusted,18000
FY14-15,Parks & Recreation,Parks & Recreation,502370,Area One Special Sports Programs,3200,Golf Course,UNDETERMINED PROJECT,AFTER SCHOOL SPORTS,Revenue,44511,Service Charges,Concession Income: Golf Course,277950,0000000,YS16,2,Adjusted,277950
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Revenue,44519,Service Charges,Concession Income: Miscellaneous,8743,0000000,NB01,2,Adjusted,8743
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Revenue,44519,Service Charges,Concession Income: Miscellaneous,8245,0000000,IN11,2,Adjusted,8245
FY14-15,Parks & Recreation,Parks & Recreation,502362,Chabot Golf,3200,Golf Course,UNDETERMINED PROJECT,CONTRACT MANAGEMENT,Revenue,44519,Service Charges,Concession Income: Miscellaneous,200000,0000000,NB02,2,Adjusted,200000
FY14-15,Public Library,Library,61121,Departmental Operation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Revenue,44519,Service Charges,Concession Income: Miscellaneous,481646,0000000,NB37,2,Adjusted,481646
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,2415,Development Service Fund,RIGHT OF WAY INSPECTIONs 2415,ENGINEERING PLANNING & DESIGN,Revenue,45112,Service Charges,Public Works Fee: Weed and Lot Cleaning,78000,A167520,IN05,2,Adjusted,78000
FY14-15,Public Works,Public Works,30541,Equipment Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FLEET MANAGEMENT & MAINTENANCE,Revenue,45112,Service Charges,Public Works Fee: Weed and Lot Cleaning,10924,0000000,IN01,2,Adjusted,10924
FY14-15,Public Works,Public Works,30211,Engineering & Construction: Admin,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Revenue,45113,Service Charges,Public Works Fee: Sewer Service Charge,54810940,0000000,IN13,2,Adjusted,54810940
FY14-15,Fire,Fire Department,20311,Fire Marshal's Office,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Revenue,45114,Service Charges,Public Works Fee: Inspection/Application Fees,183134,0000000,PS23,2,Adjusted,183134
FY14-15,Fire,Fire Department,20321,Technical Services,1740,Hazardous Materials Inspections,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Revenue,45114,Service Charges,Public Works Fee: Inspection/Application Fees,861728,0000000,PS23,2,Adjusted,861728
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,2415,Development Service Fund,RIGHT OF WAY INSPECTIONs 2415,ENGINEERING PLANNING & DESIGN,Revenue,45114,Service Charges,Public Works Fee: Inspection/Application Fees,1603882,A167520,IN05,2,Adjusted,1603882
FY14-15,Planning & Building,Planning & Building,84454,Inspections: Neighborhood Preservation,2415,Development Service Fund,UNDETERMINED PROJECT,DEVELOPMENT PERMIT INSPECTIONS,Revenue,45114,Service Charges,Public Works Fee: Inspection/Application Fees,177000,0000000,PS31,2,Adjusted,177000
FY14-15,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Revenue,45117,Service Charges,Public Works Fee: Clean-up / Board-up,25000,0000000,IN13,2,Adjusted,25000
FY14-15,Public Works,Public Works,30235,Surveying,3100,Sewer Service Fund,UNDETERMINED PROJECT,PROJECT DELIVERY,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,40000,0000000,IN06,2,Adjusted,40000
FY14-15,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,ENGINEERING SERVICES,ENGINEERING PLANNING & DESIGN,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,712085,A167530,IN05,2,Adjusted,712085
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,102430,0000000,NB33,2,Adjusted,102430
FY14-15,Public Works,Public Works,30674,Illegal Dumping,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,33000,0000000,NB35,2,Adjusted,33000
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,7148877,0000000,SC17,2,Adjusted,7148877
FY14-15,Public Works,Public Works,30682,Environmental Services: Recycling Solid Waste,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,150,0000000,SC17,2,Adjusted,150
FY14-15,Public Works,Public Works,30683,Environmental Services: Environmental Remediation,1710,Recycling Program,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Revenue,45119,Service Charges,Public Works Fee: Miscellaneous,550,0000000,SC26,2,Adjusted,550
