Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Type,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53116,Telephone,1950,1,Adopted,1950
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53611,Postage and Mailing,300,1,Adopted,300
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Contract Services,54919,Services: Miscellaneous Contract,590,1,Adopted,590
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55112,Commercial Transportation,220,1,Adopted,220
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55114,Per Diem and Lodging,1300,1,Adopted,1300
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55211,Periodical Subscriptions,250,1,Adopted,250
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55212,Registration and Tuition,980,1,Adopted,980
FY14-15,City Council,City Council,611, District Six,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Internal Services & Work Orders,56312,Duplicating,300,1,Adopted,300
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Salaries,51111,Civilian: Regular,201021,1,Adopted,201021
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",6600,1,Adopted,6600
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,36961,1,Adopted,36961
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,66771,1,Adopted,66771
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,93012,1,Adopted,93012
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Misc. Personnel Adjustments,51912,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-8282,1,Adopted,-8282
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,52211,Stationery and Office Supplies,2240,1,Adopted,2240
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,310,1,Adopted,310
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53116,Telephone,2200,1,Adopted,2200
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53313,Official Hospitality,850,1,Adopted,850
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53611,Postage and Mailing,330,1,Adopted,330
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Contract Services,54919,Services: Miscellaneous Contract,1220,1,Adopted,1220
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",1400,1,Adopted,1400
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55212,Registration and Tuition,700,1,Adopted,700
FY14-15,City Council,City Council,711, District Seven,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Internal Services & Work Orders,56312,Duplicating,500,1,Adopted,500
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Salaries,51111,Civilian: Regular,201021,1,Adopted,201021
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",6600,1,Adopted,6600
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,36961,1,Adopted,36961
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,66771,1,Adopted,66771
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,93012,1,Adopted,93012
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Misc. Personnel Adjustments,51912,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-8282,1,Adopted,-8282
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,52211,Stationery and Office Supplies,2330,1,Adopted,2330
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",260,1,Adopted,260
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53116,Telephone,1090,1,Adopted,1090
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53214,Leased: Vehicles for City Use,80,1,Adopted,80
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53313,Official Hospitality,850,1,Adopted,850
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Services & Supplies,53611,Postage and Mailing,200,1,Adopted,200
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Contract Services,54711,Printing and Duplicating Services,300,1,Adopted,300
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Contract Services,54919,Services: Miscellaneous Contract,350,1,Adopted,350
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",2260,1,Adopted,2260
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55212,Registration and Tuition,1000,1,Adopted,1000
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Travel & Education,55311,Memberships: Employee Association Dues,330,1,Adopted,330
FY14-15,City Council,City Council,911, Council At Large,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,Expense,Internal Services & Work Orders,56312,Duplicating,700,1,Adopted,700
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51111,Civilian: Regular,865115,1,Adopted,865115
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Overtime,51212,Civilian: Other Overtime,8960,1,Adopted,8960
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Allowances & Premiums,51313,"Allowance: Auto Flat (1, 2, Partially 3)",9000,1,Adopted,9000
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,188377,1,Adopted,188377
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,306568,1,Adopted,306568
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,413630,1,Adopted,413630
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Misc. Personnel Adjustments,51912,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-41991,1,Adopted,-41991
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,52211,Stationery and Office Supplies,8430,1,Adopted,8430
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,52614,Books,250,1,Adopted,250
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,52911,Bottled Water and Food for Human Consumption,2100,1,Adopted,2100
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,52921,Miscellaneous Operating Expenditures,970,1,Adopted,970
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,53116,Telephone,22000,1,Adopted,22000
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,53311,City Promotion,570,1,Adopted,570
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,53313,Official Hospitality,1710,1,Adopted,1710
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,53611,Postage and Mailing,3200,1,Adopted,3200
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Services & Supplies,53719,Miscellaneous Services,1400,1,Adopted,1400
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55112,Commercial Transportation,4179,1,Adopted,4179
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55113,Meals,561,1,Adopted,561
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55114,Per Diem and Lodging,17441,1,Adopted,17441
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",6500,1,Adopted,6500
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55211,Periodical Subscriptions,1300,1,Adopted,1300
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55212,Registration and Tuition,600,1,Adopted,600
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Travel & Education,55311,Memberships: Employee Association Dues,700,1,Adopted,700
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Internal Services & Work Orders,56113,Facilities: General Support,213126,1,Adopted,213126
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Internal Services & Work Orders,56123,City Accounting Services,769,1,Adopted,769
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Internal Services & Work Orders,56124,City Contract Compliance Dept-Purchasing Services,85,1,Adopted,85
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1010,General Fund: General Purpose,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Internal Services & Work Orders,56312,Duplicating,22000,1,Adopted,22000
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51111,Civilian: Regular,48008,1,Adopted,48008
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,13266,1,Adopted,13266
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,17831,1,Adopted,17831
FY14-15,Mayor,Mayor,1111, Mayor: Administration,1760,Telecommunications Reserve,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,24234,1,Adopted,24234
FY14-15,Mayor,Mayor,1111, Mayor: Administration,2251,Measure Y: Public Safety Act 2004,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51111,Civilian: Regular,38406,1,Adopted,38406
FY14-15,Mayor,Mayor,1111, Mayor: Administration,2251,Measure Y: Public Safety Act 2004,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Salaries,51511,Civilian: Paid Leave Charge,10613,1,Adopted,10613
FY14-15,Mayor,Mayor,1111, Mayor: Administration,2251,Measure Y: Public Safety Act 2004,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Retirement,51611,Civilian: Retirement Accrual,14265,1,Adopted,14265
FY14-15,Mayor,Mayor,1111, Mayor: Administration,2251,Measure Y: Public Safety Act 2004,0000000 , UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,Expense,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,19387,1,Adopted,19387
