Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51111,Civilian: Regular,Civilian Salaries,221111,1,Adopted,221111
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,6600,1,Adopted,6600
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51511,Civilian: Paid Leave Charge,Civilian Salaries,41452,1,Adopted,41452
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51611,Civilian: Retirement Accrual,Civilian Retirement,92947,1,Adopted,92947
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,100818,1,Adopted,100818
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,52211,Stationery and Office Supplies,Services & Supplies,2240,1,Adopted,2240
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,52911,Bottled Water and Food for Human Consumption,Services & Supplies,310,1,Adopted,310
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53116,Telephone,Services & Supplies,2200,1,Adopted,2200
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53313,Official Hospitality,Services & Supplies,850,1,Adopted,850
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53611,Postage and Mailing,Services & Supplies,330,1,Adopted,330
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,54919,Services: Miscellaneous Contract,Contract Services,1220,1,Adopted,1220
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,1400,1,Adopted,1400
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,55212,Registration and Tuition,Travel & Education,700,1,Adopted,700
FY16-17,Expense,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,56312,Duplicating,Internal Services & Work Orders,500,1,Adopted,500
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51111,Civilian: Regular,Civilian Salaries,221111,1,Adopted,221111
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,6600,1,Adopted,6600
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51511,Civilian: Paid Leave Charge,Civilian Salaries,41452,1,Adopted,41452
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51611,Civilian: Retirement Accrual,Civilian Retirement,92947,1,Adopted,92947
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,100818,1,Adopted,100818
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,52211,Stationery and Office Supplies,Services & Supplies,2330,1,Adopted,2330
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,52212,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",Services & Supplies,260,1,Adopted,260
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53116,Telephone,Services & Supplies,1090,1,Adopted,1090
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53214,Leased: Vehicles for City Use,Services & Supplies,80,1,Adopted,80
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53313,Official Hospitality,Services & Supplies,850,1,Adopted,850
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,53611,Postage and Mailing,Services & Supplies,200,1,Adopted,200
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,54711,Printing and Duplicating Services,Contract Services,300,1,Adopted,300
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,54919,Services: Miscellaneous Contract,Contract Services,350,1,Adopted,350
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,2260,1,Adopted,2260
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,55212,Registration and Tuition,Travel & Education,1000,1,Adopted,1000
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,55311,Memberships: Employee Association Dues,Travel & Education,330,1,Adopted,330
FY16-17,Expense,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP52,POLICY ANALYSIS,56312,Duplicating,Internal Services & Work Orders,700,1,Adopted,700
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51111,Civilian: Regular,Civilian Salaries,1015998,1,Adopted,1015998
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51212,Civilian: Other Overtime,Civilian Overtime,8960,1,Adopted,8960
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,9000,1,Adopted,9000
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,247300,1,Adopted,247300
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,447209,1,Adopted,447209
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,488524,1,Adopted,488524
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,52211,Stationery and Office Supplies,Services & Supplies,8430,1,Adopted,8430
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,52614,Books,Services & Supplies,250,1,Adopted,250
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,52911,Bottled Water and Food for Human Consumption,Services & Supplies,2100,1,Adopted,2100
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,52921,Miscellaneous Operating Expenditures,Services & Supplies,970,1,Adopted,970
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,53116,Telephone,Services & Supplies,22000,1,Adopted,22000
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,53313,Official Hospitality,Services & Supplies,1710,1,Adopted,1710
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,53611,Postage and Mailing,Services & Supplies,3200,1,Adopted,3200
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,53719,Miscellaneous Services,Services & Supplies,1400,1,Adopted,1400
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55112,Commercial Transportation,Travel & Education,4179,1,Adopted,4179
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55113,Meals,Travel & Education,561,1,Adopted,561
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55114,Per Diem and Lodging,Travel & Education,17441,1,Adopted,17441
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,6500,1,Adopted,6500
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55211,Periodical Subscriptions,Travel & Education,1300,1,Adopted,1300
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55212,Registration and Tuition,Travel & Education,600,1,Adopted,600
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,55311,Memberships: Employee Association Dues,Travel & Education,700,1,Adopted,700
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,56111,Special Setups,Internal Services & Work Orders,5322,1,Adopted,5322
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,56113,Facilities: General Support,Internal Services & Work Orders,248877,1,Adopted,248877
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,56123,City Accounting Services,Internal Services & Work Orders,2120,1,Adopted,2120
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,56124,City Contract Compliance Dept-Purchasing Services,Internal Services & Work Orders,680,1,Adopted,680
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP01,MAYOR'S SUPPORT,56312,Duplicating,Internal Services & Work Orders,22000,1,Adopted,22000
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2216,Measure BB - Alameda County Transportation Commission Sales Tax,C491110,MEASURE BB STREETS & ROAD CATEGORY,IP01,MAYOR'S SUPPORT,51111,Civilian: Regular,Civilian Salaries,92520,1,Adopted,92520
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP03,ADMINISTRATION,51420,License,Allowances & Premiums,3589,1,Adopted,3589
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2216,Measure BB - Alameda County Transportation Commission Sales Tax,C491110,MEASURE BB STREETS & ROAD CATEGORY,IP01,MAYOR'S SUPPORT,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,4200,1,Adopted,4200
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2216,Measure BB - Alameda County Transportation Commission Sales Tax,C491110,MEASURE BB STREETS & ROAD CATEGORY,IP01,MAYOR'S SUPPORT,51511,Civilian: Paid Leave Charge,Civilian Salaries,27480,1,Adopted,27480
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2216,Measure BB - Alameda County Transportation Commission Sales Tax,C491110,MEASURE BB STREETS & ROAD CATEGORY,IP01,MAYOR'S SUPPORT,51611,Civilian: Retirement Accrual,Civilian Retirement,42480,1,Adopted,42480
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2216,Measure BB - Alameda County Transportation Commission Sales Tax,C491110,MEASURE BB STREETS & ROAD CATEGORY,IP01,MAYOR'S SUPPORT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,46692,1,Adopted,46692
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0,UNDETERMINED PROJECT,PS37,MEASURE Z,51111,Civilian: Regular,Civilian Salaries,37378,1,Adopted,37378
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0,UNDETERMINED PROJECT,PS37,MEASURE Z,51511,Civilian: Paid Leave Charge,Civilian Salaries,11102,1,Adopted,11102
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0,UNDETERMINED PROJECT,PS37,MEASURE Z,51611,Civilian: Retirement Accrual,Civilian Retirement,17162,1,Adopted,17162
FY16-17,Expense,Mayor,Mayor,1111,Mayor: Administration,2252,Measure Z - Violence Prevention and Public Safety Act of 2014,0,UNDETERMINED PROJECT,PS37,MEASURE Z,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,18864,1,Adopted,18864
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,PS14,TRAFFIC OPERATIONS,42411,Special Permits: Police,Licenses & Permits,515988,1,Adopted,515988
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,A252610,CANNABIS COOPERATIVE,IP03,ADMINISTRATION,42411,Special Permits: Police,Licenses & Permits,499500,1,Adopted,499500
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP03,ADMINISTRATION,42411,Special Permits: Police,Licenses & Permits,144207,1,Adopted,144207
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP03,ADMINISTRATION,42414,Special Permits: Charity,Licenses & Permits,3968,1,Adopted,3968
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,A425410,TAXI PENALTY COLLECTION,IP03,ADMINISTRATION,43223,Penalties: Notice of Violation,Fines & Penalties,6000,1,Adopted,6000
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP03,ADMINISTRATION,45419,Other Fees: Miscellaneous,Service Charges,3766,1,Adopted,3766
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP03,ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,1311188,1,Adopted,1311188
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,A252110,PUBLIC NUISANCE ORDINANCE PROGRAM,IP03,ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,44932,1,Adopted,44932
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,0,UNDETERMINED PROJECT,IP02,OAKLAND ASSISTANCE CENTER,51111,Civilian: Regular,Civilian Salaries,95863,1,Adopted,95863
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,A252610,CANNABIS COOPERATIVE,IP03,ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,89913,1,Adopted,89913
