Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount as number,Budget Type,Budget Name,Amount
FY16-17,Expense,City Administrator,Citizens' Police Review Board,2211,Citizens' Police Review Board,1010,General Fund: General Purpose,IP06,CITIZENS POLICE REVIEW BOARD,55219,Miscellaneous Educational Expenditures,Travel & Education,41,2,Adjusted,41
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,56312,Duplicating,Internal Services & Work Orders,10340,2,Adjusted,10340
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,56411,City Vehicle Rentals,Internal Services & Work Orders,6216,2,Adjusted,6216
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,56124,City Contract Compliance Dept-Purchasing Services,Internal Services & Work Orders,680,2,Adjusted,680
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,56111,Special Setups,Internal Services & Work Orders,1222,2,Adjusted,1222
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,PS14,TRAFFIC OPERATIONS,42411,Special Permits: Police,Licenses & Permits,506558,2,Adjusted,506558
FY16-17,Revenue,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,43326,Collections: Miscellaneous,Fines & Penalties,63865,2,Adjusted,63865
FY16-17,Revenue,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,45419,Other Fees: Miscellaneous,Service Charges,139002,2,Adjusted,139002
FY16-17,Revenue,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,45718,Other Svc Charges: Personnel Services,Service Charges,5600,2,Adjusted,5600
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,125846,2,Adjusted,125846
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,55435,2,Adjusted,55435
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,33862,2,Adjusted,33862
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,51111,Civilian: Regular,Civilian Salaries,61426,2,Adjusted,61426
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,51429,Premium: Notary Public Pay,Allowances & Premiums,1431,2,Adjusted,1431
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,51428,Premium: Bilingual,Allowances & Premiums,1814,2,Adjusted,1814
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP02,OAKLAND ASSISTANCE CENTER,51428,Premium: Bilingual,Allowances & Premiums,1170,2,Adjusted,1170
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,51420,License,Allowances & Premiums,3795,2,Adjusted,3795
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,51511,Civilian: Paid Leave Charge,Civilian Salaries,129312,2,Adjusted,129312
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,16465,2,Adjusted,16465
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,16386,2,Adjusted,16386
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51611,Civilian: Retirement Accrual,Civilian Retirement,15547,2,Adjusted,15547
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,52118,Feed and Forage,Services & Supplies,12267,2,Adjusted,12267
FY16-17,Expense,City Administrator,Equal Opportunity Programs,2311,Equal Opportunity Programs,1010,General Fund: General Purpose,IP07,EMPLOYMENT OPPORTUNITY PROGRAM,53611,Postage and Mailing,Services & Supplies,90,2,Adjusted,90
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,54311,Medical and Veterinarian Services,Contract Services,1443,2,Adjusted,1443
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,500,2,Adjusted,500
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,54611,Repair and Maintenance: Machinery and Equipment,Contract Services,1000,2,Adjusted,1000
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,55119,"Miscellaneous Travel Expenditures (Tips, Parking)",Travel & Education,500,2,Adjusted,500
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,55212,Registration and Tuition,Travel & Education,750,2,Adjusted,750
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,56411,City Vehicle Rentals,Internal Services & Work Orders,91092,2,Adjusted,91092
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP02,OAKLAND ASSISTANCE CENTER,56111,Special Setups,Internal Services & Work Orders,3586,2,Adjusted,3586
FY16-17,Revenue,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,42414,Special Permits: Charity,Licenses & Permits,3968,2,Adjusted,3968
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,185848,2,Adjusted,185848
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51611,Civilian: Retirement Accrual,Civilian Retirement,119404,2,Adjusted,119404
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,740263,2,Adjusted,740263
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,210684,2,Adjusted,210684
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP02,OAKLAND ASSISTANCE CENTER,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,49210,2,Adjusted,49210
FY16-17,Expense,City Administrator,Citizens' Police Review Board,2211,Citizens' Police Review Board,1010,General Fund: General Purpose,IP06,CITIZENS POLICE REVIEW BOARD,52911,Bottled Water and Food for Human Consumption,Services & Supplies,650,2,Adjusted,650
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,52911,Bottled Water and Food for Human Consumption,Services & Supplies,800,2,Adjusted,800
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,53311,City Promotion,Services & Supplies,7500,2,Adjusted,7500
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,53611,Postage and Mailing,Services & Supplies,399,2,Adjusted,399
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,54811,Temporary Personnel Services,Contract Services,10070,2,Adjusted,10070
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,55219,Miscellaneous Educational Expenditures,Travel & Education,300,2,Adjusted,300
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,55219,Miscellaneous Educational Expenditures,Travel & Education,200,2,Adjusted,200
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,55212,Registration and Tuition,Travel & Education,2125,2,Adjusted,2125
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,55211,Periodical Subscriptions,Travel & Education,500,2,Adjusted,500
FY16-17,Expense,City Administrator,Equal Opportunity Programs,2311,Equal Opportunity Programs,1010,General Fund: General Purpose,IP07,EMPLOYMENT OPPORTUNITY PROGRAM,55211,Periodical Subscriptions,Travel & Education,2000,2,Adjusted,2000
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,55211,Periodical Subscriptions,Travel & Education,110,2,Adjusted,110
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,55311,Memberships: Employee Association Dues,Travel & Education,360,2,Adjusted,360
FY16-17,Revenue,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,45729,Other Svc Charges: Miscellaneous Service Charges,Service Charges,23400,2,Adjusted,23400
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,51111,Civilian: Regular,Civilian Salaries,395085,2,Adjusted,395085
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,51111,Civilian: Regular,Civilian Salaries,384049,2,Adjusted,384049
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP70,DCP ADMINISTRATION,51511,Civilian: Paid Leave Charge,Civilian Salaries,77241,2,Adjusted,77241
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP02,OAKLAND ASSISTANCE CENTER,51111,Civilian: Regular,Civilian Salaries,101692,2,Adjusted,101692
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,20664,2,Adjusted,20664
FY16-17,Expense,City Administrator,Citizens' Police Review Board,2211,Citizens' Police Review Board,1010,General Fund: General Purpose,IP06,CITIZENS POLICE REVIEW BOARD,51428,Premium: Bilingual,Allowances & Premiums,1170,2,Adjusted,1170
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51511,Civilian: Paid Leave Charge,Civilian Salaries,394659,2,Adjusted,394659
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP02,OAKLAND ASSISTANCE CENTER,51511,Civilian: Paid Leave Charge,Civilian Salaries,30204,2,Adjusted,30204
FY16-17,Expense,City Administrator,Citizens' Police Review Board,2211,Citizens' Police Review Board,1010,General Fund: General Purpose,IP06,CITIZENS POLICE REVIEW BOARD,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,294013,2,Adjusted,294013
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,29725,2,Adjusted,29725
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51611,Civilian: Retirement Accrual,Civilian Retirement,603207,2,Adjusted,603207
FY16-17,Expense,City Administrator,Contract Compliance,2611,Contract Compliance,1010,General Fund: General Purpose,IP28,PURCHASING AND CONTRACT ADMINISTRATION,51611,Civilian: Retirement Accrual,Civilian Retirement,25453,2,Adjusted,25453
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,51627,Retirement Contributions,Civilian Retirement,5008,2,Adjusted,5008
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,52213,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",Services & Supplies,215760,2,Adjusted,215760
FY16-17,Expense,City Administrator,Citizens' Police Review Board,2211,Citizens' Police Review Board,1010,General Fund: General Purpose,IP06,CITIZENS POLICE REVIEW BOARD,53116,Telephone,Services & Supplies,4959,2,Adjusted,4959
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,53211,Rental: Land and Building,Services & Supplies,1000,2,Adjusted,1000
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,53611,Postage and Mailing,Services & Supplies,1250,2,Adjusted,1250
FY16-17,Expense,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,IP10,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,54211,Data Processing Services,Contract Services,240,2,Adjusted,240
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,54722,Advertising: Classified,Contract Services,8410,2,Adjusted,8410
FY16-17,Expense,City Administrator,Budget,2811,Budget Division,1010,General Fund: General Purpose,IP12,BUDGET ANALYSIS & OPERATIONS,54711,Printing and Duplicating Services,Contract Services,5000,2,Adjusted,5000
FY16-17,Expense,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,54711,Printing and Duplicating Services,Contract Services,4200,2,Adjusted,4200
FY16-17,Expense,City Administrator,Employee Relations,2331,Employee Relations,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,54919,Services: Miscellaneous Contract,Contract Services,5000,2,Adjusted,5000
FY16-17,Expense,City Administrator,Oakland Animal Services,2491,Oakland Animal Services,1010,General Fund: General Purpose,PS13,SPECIAL OPERATIONS,54919,Services: Miscellaneous Contract,Contract Services,17480,2,Adjusted,17480
