Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,City Council,City Council,511,District Five,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52614,Services & Supplies,Books,30,30,3,Proposed
FY14-15,City Council,City Council,511,District Five,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,36961,36961,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,56312,Internal Services & Work Orders,Duplicating,300,300,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55114,Operation & Maintenance,Per Diem and Lodging,1300,1300,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,36961,36961,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55212,Operation & Maintenance,Registration and Tuition,980,980,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,69253,69253,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,400,400,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55211,Operation & Maintenance,Periodical Subscriptions,250,250,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53116,Services & Supplies,Telephone,1950,1950,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51912,Sworn Salaries,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-41660,-41660,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53112,Services & Supplies,Electricity (Except Street Lighting),200,200,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53611,Services & Supplies,Postage and Mailing,300,300,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52211,Services & Supplies,Stationery and Office Supplies,2460,2460,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,93012,93012,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,800,800,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",6600,6600,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55112,Operation & Maintenance,Commercial Transportation,220,220,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,590,590,3,Proposed
FY14-15,City Council,City Council,611,District Six,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51111,Civilian Salaries,Civilian: Regular,201021,201021,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55212,Operation & Maintenance,Registration and Tuition,700,700,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",6600,6600,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,310,310,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51111,Civilian Salaries,Civilian: Regular,201021,201021,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,93012,93012,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53611,Services & Supplies,Postage and Mailing,330,330,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,56312,Internal Services & Work Orders,Duplicating,500,500,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",1400,1400,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52211,Services & Supplies,Stationery and Office Supplies,2240,2240,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,36961,36961,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,69253,69253,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53116,Services & Supplies,Telephone,2200,2200,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51912,Sworn Salaries,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-41660,-41660,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,1220,1220,3,Proposed
FY14-15,City Council,City Council,711,District Seven,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53313,Services & Supplies,Official Hospitality,850,850,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53214,Services & Supplies,Leased: Vehicles for City Use,80,80,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",260,260,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51912,Sworn Salaries,Adjustments: Miscellaneous Payroll (Not Subject to Retirement),-41660,-41660,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",6600,6600,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,52211,Services & Supplies,Stationery and Office Supplies,2330,2330,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,93012,93012,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55212,Operation & Maintenance,Registration and Tuition,1000,1000,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53313,Services & Supplies,Official Hospitality,850,850,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,36961,36961,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,69253,69253,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53116,Services & Supplies,Telephone,1090,1090,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,56312,Internal Services & Work Orders,Duplicating,700,700,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,330,330,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",2260,2260,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,53611,Services & Supplies,Postage and Mailing,200,200,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,54919,Contract Services,Services: Miscellaneous Contract,350,350,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,54711,Contract Services,Printing and Duplicating Services,300,300,3,Proposed
FY14-15,City Council,City Council,911,Council At Large,1010,General Fund: General Purpose,IP52,POLICY ANALYSIS,Expense,51111,Civilian Salaries,Civilian: Regular,201021,201021,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,56312,Internal Services & Work Orders,Duplicating,270740,270740,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,3150,3150,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,300,300,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,55212,Operation & Maintenance,Registration and Tuition,5750,5750,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,54711,Contract Services,Printing and Duplicating Services,4200,4200,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,22373,22373,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,56124,Internal Services & Work Orders,City Contract Compliance Dept-Purchasing Services,1215,1215,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Revenue,45419,Service Charges,Other Fees: Miscellaneous,3766,3766,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,500,500,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,53116,Services & Supplies,Telephone,2488,2488,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,54111,Contract Services,Accounting and Auditing Services,23711,23711,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Revenue,42411,Licenses & Permits,Special Permits: Police,329207,329207,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,54612,Contract Services,Service Contracts for Machinery and Equipment,850,850,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,-3970,-3970,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,402060,402060,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,54919,Contract Services,Services: Miscellaneous Contract,150000,150000,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Revenue,42411,Licenses & Permits,Special Permits: Police,229500,229500,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,56312,Internal Services & Work Orders,Duplicating,3000,3000,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,54619,Contract Services,Repair and Maintenance: Miscellaneous,520,520,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,53219,Services & Supplies,Rental: Miscellaneous,480,480,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,53211,Services & Supplies,Rental: Land and Building,1000,1000,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",294730,294730,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,540411,540411,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,56123,Internal Services & Work Orders,City Accounting Services,92315,92315,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Revenue,42414,Licenses & Permits,Special Permits: Charity,3968,3968,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,56113,Internal Services & Work Orders,Facilities: General Support,990542,990542,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,53116,Services & Supplies,Telephone,30770,30770,3,Proposed
FY14-15,City Administrator,Administration,2111,City Administrator: Administration,1010,General Fund: General Purpose,IP03,ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,1455030,1455030,3,Proposed
